SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
883360352381M,883360352381M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",36,A00,variant
883360352398M,883360352398M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",38,A00,variant
883360352411M,883360352411M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",28,B9W,variant
883360352428M,883360352428M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",29,B9W,variant
883360352435M,883360352435M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",30,B9W,variant
883360352442M,883360352442M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",31,B9W,variant
883360352466M,883360352466M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",33,B9W,variant
883360352473M,883360352473M,96% wool 4% lycrastraight legquarter top pocketsdouble back button through besom pocketsfront rise 10¾ inchesback rise 15 3/4 inchesleg opening 17¾ inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Basic Leg Trousers,,195,USD,TRUE,,2025-07-10T11:20:53.000Z,"Size,Color",34,B9W,variant
25697184M,25697184M,The best of both worlds; Animal print and sequined! ,Sequined Animal Print Shell.,dresses,99,USD,TRUE,701644349905M;701644349929M;701644349912M;701644349936M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25762732M,25762732M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,dresses,180,USD,TRUE,095068018722M;095068990349M;095068990301M;095068990288M;095068990318M;095068990332M;095068990325M;095068018791M;095068990295M;095068018784M;095068018739M;095068990509M;,2025-07-16T10:40:22.000Z,"Width,Size,Color",,,master
42416786M,42416786M,97% cotton 3% lycraclean 5-pocket denimstraight legbutton-fly closurefront rise 10 inchesback rise 15 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only            ,Casual To Dressy Trousers,mencasuals,195,USD,TRUE,883360520384M;883360520544M;883360520650M;883360520636M;883360520421M;883360520476M;883360520575M;883360520537M;883360520377M;883360520452M;883360520391M;883360520667M;883360520513M;883360520520M;883360520407M;883360520605M;883360520414M;883360520506M;883360520643M;883360520438M;883360520445M;883360520483M;883360520469M;883360520612M;883360520568M;883360520582M;883360520551M;883360520599M;883360520629M;883360520490M;,2025-07-24T13:34:06.000Z,"Size,Color",,,master
25771084M,25771084M,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,5 Pocket Cuffed Capri (Petite),dresses,49,USD,TRUE,609717696355M;609717696294M;609717696362M;609717696317M;609717813820M;609717696348M;609717696300M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
25771138M,25771138M,This dark wash capri pant works great for both warm days and nights. The five pockets and cuffed bottom gives the capri a classic but polished look.,5 Pocket Cuffed Capri (Plus),dresses,54,USD,TRUE,609717696973M;609717696959M;609717697000M;609717696997M;609717696980M;609717696966M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
701642795537M,701642795537M,Warm and cozythis cardigan is updated with a ruffle front.,Long Sleeve Ruffle Front Trim Cardigan,,58.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9LG,JJJA4XX,variant
701642795544M,701642795544M,Warm and cozythis cardigan is updated with a ruffle front.,Long Sleeve Ruffle Front Trim Cardigan,,58.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9MD,JJJA4XX,variant
701642795551M,701642795551M,Warm and cozythis cardigan is updated with a ruffle front.,Long Sleeve Ruffle Front Trim Cardigan,,58.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9SM,JJJA4XX,variant
701642795568M,701642795568M,Warm and cozythis cardigan is updated with a ruffle front.,Long Sleeve Ruffle Front Trim Cardigan,,58.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9XL,JJJA4XX,variant
701642808244M,701642808244M,Cozy up to the fire in this Nordic inspired button collar turtleneck.,Long Sleeve Raglan Button Out Turtle Neck,,38.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9LG,JJ3UEA3,variant
701642808251M,701642808251M,Cozy up to the fire in this Nordic inspired button collar turtleneck.,Long Sleeve Raglan Button Out Turtle Neck,,38.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9MD,JJ3UEA3,variant
701642808268M,701642808268M,Cozy up to the fire in this Nordic inspired button collar turtleneck.,Long Sleeve Raglan Button Out Turtle Neck,,38.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9SM,JJ3UEA3,variant
701642808275M,701642808275M,Cozy up to the fire in this Nordic inspired button collar turtleneck.,Long Sleeve Raglan Button Out Turtle Neck,,38.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9XL,JJ3UEA3,variant
701642811237M,701642811237M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9LG,JJ169XX,variant
701642811244M,701642811244M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9MD,JJ169XX,variant
701642811251M,701642811251M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9SM,JJ169XX,variant
701642811268M,701642811268M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9XL,JJ169XX,variant
701642811312M,701642811312M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9LG,JJ2XNXX,variant
701642811329M,701642811329M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9MD,JJ2XNXX,variant
701642811336M,701642811336M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:15.000Z,"Size,Color",9SM,JJ2XNXX,variant
701642811343M,701642811343M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJ2XNXX,variant
701642811398M,701642811398M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJ825XX,variant
701642811404M,701642811404M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9MD,JJ825XX,variant
701642811411M,701642811411M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJ825XX,variant
701642811428M,701642811428M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJ825XX,variant
701642811435M,701642811435M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJG80XX,variant
701642811442M,701642811442M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9MD,JJG80XX,variant
701642811459M,701642811459M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJG80XX,variant
701642811466M,701642811466M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJG80XX,variant
701642811473M,701642811473M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJI15XX,variant
701642811480M,701642811480M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9MD,JJI15XX,variant
701642811497M,701642811497M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJI15XX,variant
701642811503M,701642811503M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJI15XX,variant
701642813194M,701642813194M,During chilly days it's great to have this long sleeve basic cotton turtleneck. Long sleeve basic cotton turtle neck.,Long Sleeve Turtleneck Top,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XS,JJD95XX,variant
701642813200M,701642813200M,During chilly days it's great to have this long sleeve basic cotton turtleneck. Long sleeve basic cotton turtle neck.,Long Sleeve Turtleneck Top,,14.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XS,JJM85XX,variant
701642814160M,701642814160M,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,,34.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJ0CZXX,variant
701642814177M,701642814177M,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,,34.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9MD,JJ0CZXX,variant
701642814184M,701642814184M,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,,34.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJ0CZXX,variant
701642814191M,701642814191M,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,,34.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJ0CZXX,variant
701642815013M,701642815013M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJ169XX,variant
701642815020M,701642815020M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9MD,JJ169XX,variant
701642815037M,701642815037M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJ169XX,variant
701642815044M,701642815044M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJ169XX,variant
701642815099M,701642815099M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJ2XNXX,variant
701642815112M,701642815112M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,29.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9SM,JJ2XNXX,variant
701642815129M,701642815129M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJ2XNXX,variant
701642991748M,701642991748M,This best selling shell is a soft classic style. Pair it with the matching cardigan for a perfect look.,Classic Sleeveless Scoop Neck Shell,,34.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJAY2XX,variant
701642991878M,701642991878M,This drape neck top is a fresh take on formaland an elevated spin on everyday.,3/4 Sleeve Solid Drape Neck Sweater,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJAY2XX,variant
701642991885M,701642991885M,This drape neck top is a fresh take on formaland an elevated spin on everyday.,3/4 Sleeve Solid Drape Neck Sweater,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJAY2XX,variant
701642991892M,701642991892M,This drape neck top is a fresh take on formaland an elevated spin on everyday.,3/4 Sleeve Solid Drape Neck Sweater,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJAY2XX,variant
701642991908M,701642991908M,This drape neck top is a fresh take on formaland an elevated spin on everyday.,3/4 Sleeve Solid Drape Neck Sweater,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJAY2XX,variant
701642992042M,701642992042M,Our favorite pointelle sweater is cozyclassicand casually chic.,3/4 Sleeve Novelty Pointelle Cowl Neck,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJQ07XX,variant
701642992059M,701642992059M,Our favorite pointelle sweater is cozyclassicand casually chic.,3/4 Sleeve Novelty Pointelle Cowl Neck,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJQ07XX,variant
701642992066M,701642992066M,Our favorite pointelle sweater is cozyclassicand casually chic.,3/4 Sleeve Novelty Pointelle Cowl Neck,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJQ07XX,variant
701643021178M,701643021178M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",010,JJ5AAXX,variant
701643021185M,701643021185M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",012,JJ5AAXX,variant
701643021192M,701643021192M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",014,JJ5AAXX,variant
701643021208M,701643021208M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",016,JJ5AAXX,variant
701643021215M,701643021215M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",004,JJ5AAXX,variant
701643021222M,701643021222M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",006,JJ5AAXX,variant
701643021239M,701643021239M,Classically designedthis crisp cotton shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Long Sleeve Seamed Button Front Shirt,,46.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",008,JJ5AAXX,variant
701643022076M,701643022076M,Wow! This Organza blouse is one of our newest looks. It is flirty yet basic. Pair it with a Commerce Cloud Store pant or skirt for a dazzling look.,Organza Burnout Blouse,,58.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",010,JJ3WCXX,variant
701643022083M,701643022083M,Wow! This Organza blouse is one of our newest looks. It is flirty yet basic. Pair it with a Commerce Cloud Store pant or skirt for a dazzling look.,Organza Burnout Blouse,,58.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",012,JJ3WCXX,variant
701643022090M,701643022090M,Wow! This Organza blouse is one of our newest looks. It is flirty yet basic. Pair it with a Commerce Cloud Store pant or skirt for a dazzling look.,Organza Burnout Blouse,,58.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",014,JJ3WCXX,variant
701643022106M,701643022106M,Wow! This Organza blouse is one of our newest looks. It is flirty yet basic. Pair it with a Commerce Cloud Store pant or skirt for a dazzling look.,Organza Burnout Blouse,,58.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",016,JJ3WCXX,variant
701643022137M,701643022137M,Wow! This Organza blouse is one of our newest looks. It is flirty yet basic. Pair it with a Commerce Cloud Store pant or skirt for a dazzling look.,Organza Burnout Blouse,,58.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",008,JJ3WCXX,variant
701643035861M,701643035861M,Meet your new wardrobe favorite - a ruffle front cardigan that works perfectly with any Commerce Cloud Store bottom!,Ruffle Front Cardigan,,89.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3WWXX,variant
701643035878M,701643035878M,Meet your new wardrobe favorite - a ruffle front cardigan that works perfectly with any Commerce Cloud Store bottom!,Ruffle Front Cardigan,,89.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ3WWXX,variant
701643035885M,701643035885M,Meet your new wardrobe favorite - a ruffle front cardigan that works perfectly with any Commerce Cloud Store bottom!,Ruffle Front Cardigan,,89.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ3WWXX,variant
701643035892M,701643035892M,Meet your new wardrobe favorite - a ruffle front cardigan that works perfectly with any Commerce Cloud Store bottom!,Ruffle Front Cardigan,,89.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ3WWXX,variant
701643036660M,701643036660M,Wear this cardigan with the matching solid or patterned shell. Pick up both choices to expand your wardrobe in one easy step.,Zig-Zag Patterned Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3KVXX,variant
701643036677M,701643036677M,Wear this cardigan with the matching solid or patterned shell. Pick up both choices to expand your wardrobe in one easy step.,Zig-Zag Patterned Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ3KVXX,variant
701643036684M,701643036684M,Wear this cardigan with the matching solid or patterned shell. Pick up both choices to expand your wardrobe in one easy step.,Zig-Zag Patterned Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ3KVXX,variant
701643036905M,701643036905M,We took this classic cardigan and updated it with your favorite dot pattern.,Dot Pattern Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3KVXX,variant
701643036912M,701643036912M,We took this classic cardigan and updated it with your favorite dot pattern.,Dot Pattern Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ3KVXX,variant
701643036929M,701643036929M,We took this classic cardigan and updated it with your favorite dot pattern.,Dot Pattern Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ3KVXX,variant
701643036936M,701643036936M,We took this classic cardigan and updated it with your favorite dot pattern.,Dot Pattern Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ3KVXX,variant
701643037025M,701643037025M,Our favorite dot pattern shell has been updated with a trim that will look great under a blazer.,Dot Pattern Shell,,50.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3KVXX,variant
701643037032M,701643037032M,Our favorite dot pattern shell has been updated with a trim that will look great under a blazer.,Dot Pattern Shell,,50.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ3KVXX,variant
701643037049M,701643037049M,Our favorite dot pattern shell has been updated with a trim that will look great under a blazer.,Dot Pattern Shell,,50.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ3KVXX,variant
701643037056M,701643037056M,Our favorite dot pattern shell has been updated with a trim that will look great under a blazer.,Dot Pattern Shell,,50.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ3KVXX,variant
701643037582M,701643037582M,One of our all time best selling skirts is now update with narrow pleat and elastic waist. You will love the comfort and the style!,Ribbed Pleated Skirt,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ0NLE5,variant
701643037599M,701643037599M,One of our all time best selling skirts is now update with narrow pleat and elastic waist. You will love the comfort and the style!,Ribbed Pleated Skirt,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ0NLE5,variant
701643037605M,701643037605M,One of our all time best selling skirts is now update with narrow pleat and elastic waist. You will love the comfort and the style!,Ribbed Pleated Skirt,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ0NLE5,variant
701643037612M,701643037612M,One of our all time best selling skirts is now update with narrow pleat and elastic waist. You will love the comfort and the style!,Ribbed Pleated Skirt,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ0NLE5,variant
701643037865M,701643037865M,Classically designed this textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Long Sleeve Texture Stitch Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3WCXX,variant
701643037872M,701643037872M,Classically designed this textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Long Sleeve Texture Stitch Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ3WCXX,variant
25697212M,25697212M,Look your best in this drape neck dress. Sure to turn heads! ,Drape Neck Dress.,dresses,119,USD,TRUE,701644351229M;701644351250M;701644351236M;701644351243M;,2025-07-16T12:06:02.000Z,"Size,Color",,,master
25697241M,25697241M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,dresses,129,USD,TRUE,701644353384M;701644353377M;701644353360M;701644353391M;701644353339M;701644353353M;701644353346M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
25771381M,25771381M,Think spring when you wear this ruffle cascade blouse! ,Ruffle Cascade Blouse.,dresses,89,USD,TRUE,701644335847M;701644335885M;701644335878M;701644335908M;701644335892M;701644335854M;701644335861M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25771402M,25771402M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Zip Cardigan.,dresses,109,USD,TRUE,701644358754M;701644358778M;701644358761M;701644358785M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
701642815136M,701642815136M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJ825XX,variant
701642849490M,701642849490M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",012,JJ9NUXX,variant
701642849506M,701642849506M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",014,JJ9NUXX,variant
701642849513M,701642849513M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",016,JJ9NUXX,variant
701642849520M,701642849520M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",004,JJ9NUXX,variant
701642849537M,701642849537M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",006,JJ9NUXX,variant
701642849544M,701642849544M,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,,199,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",008,JJ9NUXX,variant
701642852179M,701642852179M,This is a feminine take on a tuxedo classic.  Pair it with a pair of Commerce Cloud Store slacks.,Pleated Bib Long Sleeve Shirt,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJ1ANXX,variant
701642852186M,701642852186M,This is a feminine take on a tuxedo classic.  Pair it with a pair of Commerce Cloud Store slacks.,Pleated Bib Long Sleeve Shirt,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJ1ANXX,variant
701642852193M,701642852193M,This is a feminine take on a tuxedo classic.  Pair it with a pair of Commerce Cloud Store slacks.,Pleated Bib Long Sleeve Shirt,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJ1ANXX,variant
701642852209M,701642852209M,This is a feminine take on a tuxedo classic.  Pair it with a pair of Commerce Cloud Store slacks.,Pleated Bib Long Sleeve Shirt,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9XL,JJ1ANXX,variant
701642852438M,701642852438M,Classically designed this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Fitted Seamed Shirt,,50.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJI15XX,variant
